person,lat,long,zero,altitude,date_numb_days,date,time,cst_datetime,cst_weekday,lat_filtered,long_filtered
10,39.14382,117.215387,0,0.0,39612.8880439815,2008-06-13,21:18:47,2008-06-14 05:18:47+08:00,5,39.1438302447575,117.21538687037328
10,39.14384,117.215388,0,0.0,39612.8880555556,2008-06-13,21:18:48,2008-06-14 05:18:48+08:00,5,39.143843940932925,117.2153866846066
10,39.14386,117.215385,0,0.0,39612.8880671296,2008-06-13,21:18:49,2008-06-14 05:18:49+08:00,5,39.14386291113786,117.21538473552755
10,39.143885,117.215383,0,0.0,39612.8880787037,2008-06-13,21:18:50,2008-06-14 05:18:50+08:00,5,39.14388577577583,117.2153824275645
10,39.14391,117.215385,0,0.0,39612.8880902778,2008-06-13,21:18:51,2008-06-14 05:18:51+08:00,5,39.14390967925504,117.21537935416941
10,39.143933,117.21537,0,0.0,39612.8881018519,2008-06-13,21:18:52,2008-06-14 05:18:52+08:00,5,39.14393316531395,117.21536874783199
10,39.143957,117.215358,0,0.0,39612.8881134259,2008-06-13,21:18:53,2008-06-14 05:18:53+08:00,5,39.143956875067396,117.21535647030521
10,39.143978,117.215343,0,0.0,39612.888125,2008-06-13,21:18:54,2008-06-14 05:18:54+08:00,5,39.14398042085676,117.21534215186324
10,39.144007,117.215325,0,0.0,39612.8881365741,2008-06-13,21:18:55,2008-06-14 05:18:55+08:00,5,39.14400720648682,117.21532669672307
10,39.144033,117.215313,0,0.0,39612.8881481481,2008-06-13,21:18:56,2008-06-14 05:18:56+08:00,5,39.144034264823254,117.2153135052073
10,39.144065,117.215305,0,0.0,39612.8881597222,2008-06-13,21:18:57,2008-06-14 05:18:57+08:00,5,39.14406301392794,117.21530098522408
10,39.14409,117.215283,0,0.0,39612.8881712963,2008-06-13,21:18:58,2008-06-14 05:18:58+08:00,5,39.144089114746535,117.21528311214301
10,39.144115,117.215267,0,0.0,39612.8881828704,2008-06-13,21:18:59,2008-06-14 05:18:59+08:00,5,39.14411403123437,117.2152653905205
10,39.14414,117.215245,0,0.0,39612.8881944444,2008-06-13,21:19:00,2008-06-14 05:19:00+08:00,5,39.14413765522511,117.21524552325454
10,39.144162,117.215228,0,0.0,39612.8882060185,2008-06-13,21:19:01,2008-06-14 05:19:01+08:00,5,39.14415814180866,117.21522635901884
10,39.14418,117.215202,0,0.0,39612.8882175926,2008-06-13,21:19:02,2008-06-14 05:19:02+08:00,5,39.14417347111213,117.21520501304143
10,39.144182,117.215187,0,0.0,39612.8882291667,2008-06-13,21:19:03,2008-06-14 05:19:03+08:00,5,39.14418006129181,117.21518770097633
10,39.144182,117.215172,0,0.0,39612.8882407407,2008-06-13,21:19:04,2008-06-14 05:19:04+08:00,5,39.14418405684714,117.21517132825299
10,39.14419,117.215155,0,0.0,39612.8882523148,2008-06-13,21:19:05,2008-06-14 05:19:05+08:00,5,39.14419080498744,117.21515405494777
10,39.144195,117.215138,0,0.0,39612.8882638889,2008-06-13,21:19:06,2008-06-14 05:19:06+08:00,5,39.14419863180772,117.21513551894363
10,39.144213,117.215108,0,0.0,39612.8883101852,2008-06-13,21:19:10,2008-06-14 05:19:10+08:00,5,39.14421132157234,117.21511366484184
10,39.144223,117.215097,0,0.0,39612.8883217593,2008-06-13,21:19:11,2008-06-14 05:19:11+08:00,5,39.14422175465819,117.21509937315774
10,39.144227,117.215092,0,0.0,39612.8883333333,2008-06-13,21:19:12,2008-06-14 05:19:12+08:00,5,39.14423051711848,117.21508825069196
10,39.144247,117.21507,0,0.0,39612.8883564815,2008-06-13,21:19:14,2008-06-14 05:19:14+08:00,5,39.14424399172311,117.21507211805299
10,39.144255,117.215057,0,0.0,39612.8883680556,2008-06-13,21:19:15,2008-06-14 05:19:15+08:00,5,39.14425343815385,117.21505881785139
10,39.14426,117.215047,0,0.0,39612.8883796296,2008-06-13,21:19:16,2008-06-14 05:19:16+08:00,5,39.144260791749296,117.21504794653676
10,39.144268,117.215037,0,0.0,39612.8883912037,2008-06-13,21:19:17,2008-06-14 05:19:17+08:00,5,39.14426920243018,117.21503833662142
10,39.144278,117.21503,0,0.0,39612.8884027778,2008-06-13,21:19:18,2008-06-14 05:19:18+08:00,5,39.14427921871475,117.21503050777709
10,39.144288,117.215025,0,0.0,39612.8884143519,2008-06-13,21:19:19,2008-06-14 05:19:19+08:00,5,39.144290864088326,117.21502335398907
10,39.144305,117.215017,0,0.0,39612.8884259259,2008-06-13,21:19:20,2008-06-14 05:19:20+08:00,5,39.14430634380148,117.21501399793651
10,39.144322,117.215005,0,0.0,39612.8884375,2008-06-13,21:19:21,2008-06-14 05:19:21+08:00,5,39.14432362713069,117.21500063327323
10,39.144342,117.214985,0,0.0,39612.8884490741,2008-06-13,21:19:22,2008-06-14 05:19:22+08:00,5,39.14434309585691,117.21498143845758
10,39.144363,117.21496,0,0.0,39612.8884606481,2008-06-13,21:19:23,2008-06-14 05:19:23+08:00,5,39.14436403770246,117.21495748899127
10,39.144385,117.214932,0,0.0,39612.8884722222,2008-06-13,21:19:24,2008-06-14 05:19:24+08:00,5,39.14438637272195,117.21493018678962
10,39.144412,117.2149,0,0.0,39612.8884837963,2008-06-13,21:19:25,2008-06-14 05:19:25+08:00,5,39.14441054759779,117.21490046228236
10,39.144433,117.21487,0,0.0,39612.8884953704,2008-06-13,21:19:26,2008-06-14 05:19:26+08:00,5,39.144432778814604,117.21487135761272
10,39.144455,117.214845,0,0.0,39612.8885069444,2008-06-13,21:19:27,2008-06-14 05:19:27+08:00,5,39.14445471138747,117.21484406494905
10,39.144477,117.214815,0,0.0,39612.8885185185,2008-06-13,21:19:28,2008-06-14 05:19:28+08:00,5,39.14447625983863,117.21481552517868
10,39.144498,117.214787,0,0.0,39612.8885300926,2008-06-13,21:19:29,2008-06-14 05:19:29+08:00,5,39.14449681718298,117.21478768770929
10,39.144515,117.21476,0,0.0,39612.8885416667,2008-06-13,21:19:30,2008-06-14 05:19:30+08:00,5,39.144515790997666,117.21476077032557
10,39.144535,117.214733,0,0.0,39612.8885532407,2008-06-13,21:19:31,2008-06-14 05:19:31+08:00,5,39.14453582125455,117.21473487921257
10,39.144557,117.214712,0,0.0,39612.8885648148,2008-06-13,21:19:32,2008-06-14 05:19:32+08:00,5,39.144556946145855,117.2147114939686
10,39.144578,117.214687,0,0.0,39612.8885763889,2008-06-13,21:19:33,2008-06-14 05:19:33+08:00,5,39.1445780000427,117.21468743360441
10,39.1446,117.214663,0,0.0,39612.888587963,2008-06-13,21:19:34,2008-06-14 05:19:34+08:00,5,39.14459905310555,117.2146639518269
10,39.144618,117.214642,0,0.0,39612.888599537,2008-06-13,21:19:35,2008-06-14 05:19:35+08:00,5,39.14461883766205,117.21464174207976
10,39.14464,117.214618,0,2.0,39612.8886111111,2008-06-13,21:19:36,2008-06-14 05:19:36+08:00,5,39.14463974319141,117.21461918645178
10,39.14466,117.214598,0,3.0,39612.8886226852,2008-06-13,21:19:37,2008-06-14 05:19:37+08:00,5,39.14466030277958,117.21459821451168
10,39.144682,117.214578,0,3.0,39612.8886342593,2008-06-13,21:19:38,2008-06-14 05:19:38+08:00,5,39.14468126691982,117.21457752818651
10,39.1447,117.214555,0,5.0,39612.8886458333,2008-06-13,21:19:39,2008-06-14 05:19:39+08:00,5,39.14470125147384,117.21455621379586
10,39.144723,117.214538,0,5.0,39612.8886574074,2008-06-13,21:19:40,2008-06-14 05:19:40+08:00,5,39.144722907483946,117.21453651648127
10,39.144745,117.214513,0,7.0,39612.8886689815,2008-06-13,21:19:41,2008-06-14 05:19:41+08:00,5,39.14474444279491,117.21451483980061
10,39.144765,117.214497,0,7.0,39612.8886805556,2008-06-13,21:19:42,2008-06-14 05:19:42+08:00,5,39.14476522901664,117.21449561923116
10,39.144787,117.214475,0,7.0,39612.8886921296,2008-06-13,21:19:43,2008-06-14 05:19:43+08:00,5,39.14478632440485,117.21447455574095
10,39.144807,117.214452,0,7.0,39612.8887037037,2008-06-13,21:19:44,2008-06-14 05:19:44+08:00,5,39.14480651704123,117.21445290083484
10,39.144825,117.214433,0,7.0,39612.8887152778,2008-06-13,21:19:45,2008-06-14 05:19:45+08:00,5,39.14482606182868,117.21443244896392
10,39.144845,117.214412,0,8.0,39612.8887268519,2008-06-13,21:19:46,2008-06-14 05:19:46+08:00,5,39.144847028032935,117.21441125962791
10,39.144865,117.214395,0,8.0,39612.8887384259,2008-06-13,21:19:47,2008-06-14 05:19:47+08:00,5,39.14487070842181,117.21438907819825
10,39.144907,117.214353,0,8.0,39612.8887615741,2008-06-13,21:19:49,2008-06-14 05:19:49+08:00,5,39.144902036470604,117.21435898319265
10,39.144928,117.214337,0,8.0,39612.8887731481,2008-06-13,21:19:50,2008-06-14 05:19:50+08:00,5,39.144926713089,117.21433688215049
10,39.14495,117.214313,0,10.0,39612.8887847222,2008-06-13,21:19:51,2008-06-14 05:19:51+08:00,5,39.144949668598876,117.21431462649804
10,39.144972,117.214293,0,10.0,39612.8887962963,2008-06-13,21:19:52,2008-06-14 05:19:52+08:00,5,39.144972177489485,117.21429454186924
10,39.144995,117.214277,0,11.0,39612.8888078704,2008-06-13,21:19:53,2008-06-14 05:19:53+08:00,5,39.144994920618366,117.21427651429282
10,39.145018,117.214258,0,11.0,39612.8888194444,2008-06-13,21:19:54,2008-06-14 05:19:54+08:00,5,39.14501755856587,117.2142578387686
10,39.145042,117.21424,0,11.0,39612.8888310185,2008-06-13,21:19:55,2008-06-14 05:19:55+08:00,5,39.145039606389766,117.21423894900973
10,39.145062,117.214217,0,11.0,39612.8888425926,2008-06-13,21:19:56,2008-06-14 05:19:56+08:00,5,39.14505845472039,117.21421866176351
10,39.145077,117.214197,0,13.0,39612.8888541667,2008-06-13,21:19:57,2008-06-14 05:19:57+08:00,5,39.14507255752894,117.21420059920106
10,39.14508,117.214188,0,10.0,39612.8888657407,2008-06-13,21:19:58,2008-06-14 05:19:58+08:00,5,39.145080710765434,117.21418734841545
10,39.14509,117.214173,0,10.0,39612.8888773148,2008-06-13,21:19:59,2008-06-14 05:19:59+08:00,5,39.14508981604902,117.21417322671762
10,39.145098,117.21416,0,10.0,39612.8888888889,2008-06-13,21:20:00,2008-06-14 05:20:00+08:00,5,39.14509867481689,117.21415940792188
10,39.145108,117.214143,0,10.0,39612.888900463,2008-06-13,21:20:01,2008-06-14 05:20:01+08:00,5,39.1451084374254,117.2141447976911
