person,lat,long,zero,altitude,date_numb_days,date,time,cst_datetime,cst_weekday,lat_filtered,long_filtered
161,39.9261166666667,116.31575,0,646.325459317585,39199.0885416667,2007-04-27,02:07:30,2007-04-27 10:07:30+08:00,4,39.92609851811617,116.31585456964356
161,39.9260666666667,116.315966666667,0,646.325459317585,39199.0887615741,2007-04-27,02:07:49,2007-04-27 10:07:49+08:00,4,39.92606667151018,116.31600375132618
161,39.926,116.3162,0,646.325459317585,39199.0889699074,2007-04-27,02:08:07,2007-04-27 10:08:07+08:00,4,39.92603382720026,116.31620781917479
161,39.926,116.316416666667,0,646.325459317585,39199.0891435185,2007-04-27,02:08:22,2007-04-27 10:08:22+08:00,4,39.926061284462804,116.31642246393727
161,39.9262,116.316666666667,0,646.325459317585,39199.0893865741,2007-04-27,02:08:43,2007-04-27 10:08:43+08:00,4,39.92619821669329,116.31664388495562
161,39.9263833333333,116.316783333333,0,646.325459317585,39199.0895023148,2007-04-27,02:08:53,2007-04-27 10:08:53+08:00,4,39.92633257698002,116.31683164090914
161,39.9263833333333,116.317116666667,0,646.325459317585,39199.0898263889,2007-04-27,02:09:21,2007-04-27 10:09:21+08:00,4,39.92637482787588,116.31709238737032
161,39.9264333333333,116.317333333333,0,646.325459317585,39199.09,2007-04-27,02:09:36,2007-04-27 10:09:36+08:00,4,39.92640252215635,116.31731745016101
161,39.9264,116.317516666667,0,646.325459317585,39199.0901041667,2007-04-27,02:09:45,2007-04-27 10:09:45+08:00,4,39.926375529086826,116.31751991232736
161,39.9263166666667,116.3177,0,646.325459317585,39199.0902430556,2007-04-27,02:09:57,2007-04-27 10:09:57+08:00,4,39.92630467171812,116.3177278984428
161,39.9261833333333,116.317983333333,0,646.325459317585,39199.0904398148,2007-04-27,02:10:14,2007-04-27 10:10:14+08:00,4,39.926211599403835,116.31797752807799
161,39.92615,116.318216666667,0,646.325459317585,39199.0906365741,2007-04-27,02:10:31,2007-04-27 10:10:31+08:00,4,39.92616925003742,116.31821773378647
161,39.92615,116.318416666667,0,646.325459317585,39199.090775463,2007-04-27,02:10:43,2007-04-27 10:10:43+08:00,4,39.92616130826569,116.31845895225042
161,39.9261166666667,116.3186,0,646.325459317585,39199.0911342593,2007-04-27,02:11:14,2007-04-27 10:11:14+08:00,4,39.92617244843893,116.31876242168248
161,39.9261333333333,116.31945,0,646.325459317585,39199.0911921296,2007-04-27,02:11:19,2007-04-27 10:11:19+08:00,4,39.92627896944544,116.31930463774626
161,39.9267333333333,116.319766666667,0,646.325459317585,39199.091724537,2007-04-27,02:12:05,2007-04-27 10:12:05+08:00,4,39.92664996481636,116.31962742701344
161,39.9269,116.319816666667,0,646.325459317585,39199.0918171296,2007-04-27,02:12:13,2007-04-27 10:12:13+08:00,4,39.926875600103344,116.3197465916802
161,39.9270666666667,116.31975,0,646.325459317585,39199.0919675926,2007-04-27,02:12:26,2007-04-27 10:12:26+08:00,4,39.92705948783967,116.3197627616452
161,39.92725,116.3197,0,646.325459317585,39199.0921527778,2007-04-27,02:12:42,2007-04-27 10:12:42+08:00,4,39.92723018699874,116.31979803049707
161,39.9272833333333,116.319933333333,0,646.325459317585,39199.0928587963,2007-04-27,02:13:43,2007-04-27 10:13:43+08:00,4,39.92736278225481,116.31997897034326
161,39.92765,116.320333333333,0,646.325459317585,39199.0928819444,2007-04-27,02:13:45,2007-04-27 10:13:45+08:00,4,39.92763626589789,116.32022511569137
161,39.9278333333333,116.320366666667,0,646.325459317585,39199.0930671296,2007-04-27,02:14:01,2007-04-27 10:14:01+08:00,4,39.927888117198876,116.32031150022695
161,39.9282833333333,116.3203,0,646.325459317585,39199.093275463,2007-04-27,02:14:19,2007-04-27 10:14:19+08:00,4,39.928239468870615,116.32031462440213
161,39.9284666666667,116.320366666667,0,646.325459317585,39199.0934837963,2007-04-27,02:14:37,2007-04-27 10:14:37+08:00,4,39.92851195417447,116.32034068420968
161,39.9287666666667,116.3203,0,646.325459317585,39199.0937152778,2007-04-27,02:14:57,2007-04-27 10:14:57+08:00,4,39.92886615976766,116.32032695626664
161,39.9295333333333,116.320366666667,0,646.325459317585,39199.094525463,2007-04-27,02:16:07,2007-04-27 10:16:07+08:00,4,39.929397617888746,116.3203501958292
161,39.92975,116.320316666667,0,646.325459317585,39199.0946990741,2007-04-27,02:16:22,2007-04-27 10:16:22+08:00,4,39.92968674048444,116.32035305278497
161,39.9299166666667,116.3203,0,646.325459317585,39199.0948958333,2007-04-27,02:16:39,2007-04-27 10:16:39+08:00,4,39.92986171019081,116.32041162418594
161,39.93,116.3206,0,646.325459317585,39199.0951273148,2007-04-27,02:16:59,2007-04-27 10:16:59+08:00,4,39.92993533864541,116.32063702003406
161,39.9298833333333,116.32095,0,646.325459317585,39199.0953472222,2007-04-27,02:17:18,2007-04-27 10:17:18+08:00,4,39.92989228924647,116.32091910980256
161,39.92985,116.3212,0,646.325459317585,39199.0954976852,2007-04-27,02:17:31,2007-04-27 10:17:31+08:00,4,39.9298660994246,116.32115521762445
161,39.9297833333333,116.321383333333,0,646.325459317585,39199.0959143518,2007-04-27,02:18:07,2007-04-27 10:18:07+08:00,4,39.92986992526008,116.32132457243272
161,39.93,116.321416666667,0,646.325459317585,39199.0963657407,2007-04-27,02:18:46,2007-04-27 10:18:46+08:00,4,39.93003025071645,116.32140441073466
161,39.9301333333333,116.321583333333,0,646.325459317585,39199.0965509259,2007-04-27,02:19:02,2007-04-27 10:19:02+08:00,4,39.93024502452276,116.32146521951464
161,39.93075,116.321333333333,0,255.905511811024,39199.0966319444,2007-04-27,02:19:09,2007-04-27 10:19:09+08:00,4,39.93066280889465,116.32134792907019
161,39.9309833333333,116.321233333333,0,226.377952755906,39199.0968287037,2007-04-27,02:19:26,2007-04-27 10:19:26+08:00,4,39.930924220282584,116.32125480712068
161,39.9310833333333,116.321216666667,0,187.007874015748,39199.0978125,2007-04-27,02:20:51,2007-04-27 10:20:51+08:00,4,39.9310793011036,116.32119520691211
161,39.9312333333333,116.321166666667,0,206.692913385827,39199.1,2007-04-27,02:24:00,2007-04-27 10:24:00+08:00,4,39.93122775098973,116.32110396436582
161,39.93125,116.32135,0,190.288713910761,39199.1005324074,2007-04-27,02:24:46,2007-04-27 10:24:46+08:00,4,39.93136791613053,116.3209200850132
161,39.9313833333333,116.31965,0,190.288713910761,39199.1006134259,2007-04-27,02:24:53,2007-04-27 10:24:53+08:00,4,39.931730689051896,116.32009644896348
161,39.9330333333333,116.319766666667,0,190.288713910761,39199.1009722222,2007-04-27,02:25:24,2007-04-27 10:25:24+08:00,4,39.932702734217045,116.31992334541775
161,39.9330666666667,116.320033333333,0,236.220472440945,39199.1010416667,2007-04-27,02:25:30,2007-04-27 10:25:30+08:00,4,39.93307911605416,116.31999186164153
161,39.9330166666667,116.320166666667,0,314.96062992126,39199.1012037037,2007-04-27,02:25:44,2007-04-27 10:25:44+08:00,4,39.933478894124406,116.31999863219066
161,39.93505,116.319316666667,0,314.96062992126,39199.1018402778,2007-04-27,02:26:39,2007-04-27 10:26:39+08:00,4,39.93471011472609,116.31974310180404
161,39.9354166666667,116.32035,0,314.96062992126,39199.1018981481,2007-04-27,02:26:44,2007-04-27 10:26:44+08:00,4,39.9353217395204,116.3201287113382
161,39.9356833333333,116.320283333333,0,314.96062992126,39199.1019328704,2007-04-27,02:26:47,2007-04-27 10:26:47+08:00,4,39.93576955347044,116.32018960171818
161,39.9365,116.320066666667,0,318.241469816273,39199.1021180556,2007-04-27,02:27:03,2007-04-27 10:27:03+08:00,4,39.93637415094602,116.32010922892243
161,39.9367166666667,116.320116666667,0,318.241469816273,39199.1023726852,2007-04-27,02:27:25,2007-04-27 10:27:25+08:00,4,39.936752460980586,116.3200955537005
161,39.937,116.320133333333,0,318.241469816273,39199.1024421296,2007-04-27,02:27:31,2007-04-27 10:27:31+08:00,4,39.937195376706796,116.32004957713244
161,39.9376666666667,116.319933333333,0,200.131233595801,39199.1025347222,2007-04-27,02:27:39,2007-04-27 10:27:39+08:00,4,39.93799007635687,116.31987388833191
161,39.9386333333333,116.319666666667,0,187.007874015748,39199.102650463,2007-04-27,02:27:49,2007-04-27 10:27:49+08:00,4,39.9393649394727,116.31960069998276
161,39.9426833333333,116.319116666667,0,193.569553805774,39199.1031018518,2007-04-27,02:28:28,2007-04-27 10:28:28+08:00,4,39.942050369080455,116.31920834485733
161,39.9435,116.319116666667,0,193.569553805774,39199.1032175926,2007-04-27,02:28:38,2007-04-27 10:28:38+08:00,4,39.94360099575875,116.31897030678905
161,39.9458666666667,116.318283333333,0,193.569553805774,39199.1040509259,2007-04-27,02:29:50,2007-04-27 10:29:50+08:00,4,39.94533626637196,116.31851267936865
161,39.9463166666667,116.318383333333,0,193.569553805774,39199.1040856481,2007-04-27,02:29:53,2007-04-27 10:29:53+08:00,4,39.946116475679354,116.31841010228317
161,39.9465166666667,116.318333333333,0,193.569553805774,39199.1041319444,2007-04-27,02:29:57,2007-04-27 10:29:57+08:00,4,39.94653783522229,116.31835303644768
161,39.9469833333333,116.318333333333,0,193.569553805774,39199.1043865741,2007-04-27,02:30:19,2007-04-27 10:30:19+08:00,4,39.94699652868708,116.31832450867945
161,39.94745,116.318283333333,0,193.569553805774,39199.1045717593,2007-04-27,02:30:35,2007-04-27 10:30:35+08:00,4,39.94747906690589,116.31828253178752
161,39.94815,116.318216666667,0,193.569553805774,39199.1046990741,2007-04-27,02:30:46,2007-04-27 10:30:46+08:00,4,39.948013624907674,116.31823851302364
161,39.9482666666667,116.318233333333,0,193.569553805774,39199.1049189815,2007-04-27,02:31:05,2007-04-27 10:31:05+08:00,4,39.94830362751879,116.31823084156359
161,39.9485,116.31825,0,193.569553805774,39199.1050810185,2007-04-27,02:31:19,2007-04-27 10:31:19+08:00,4,39.94865981732706,116.31821839430162
161,39.9492833333333,116.318183333333,0,193.569553805774,39199.1052199074,2007-04-27,02:31:31,2007-04-27 10:31:31+08:00,4,39.949302763375854,116.31815446563878
161,39.9499666666667,116.318033333333,0,249.343832020997,39199.1053125,2007-04-27,02:31:39,2007-04-27 10:31:39+08:00,4,39.94998125137476,116.31804724009115
161,39.95075,116.317966666667,0,249.343832020997,39199.105462963,2007-04-27,02:31:52,2007-04-27 10:31:52+08:00,4,39.95068545269161,116.3179601676354
161,39.9510833333333,116.317916666667,0,223.097112860892,39199.1056365741,2007-04-27,02:32:07,2007-04-27 10:32:07+08:00,4,39.95127436115245,116.31786537633731
161,39.9516833333333,116.317733333333,0,223.097112860892,39199.1059259259,2007-04-27,02:32:32,2007-04-27 10:32:32+08:00,4,39.95220639274745,116.31768905118874
161,39.9545833333333,116.317366666667,0,252.624671916011,39199.10625,2007-04-27,02:33:00,2007-04-27 10:33:00+08:00,4,39.95407533139631,116.31743179139289
161,39.9551666666667,116.317266666667,0,252.624671916011,39199.1063541667,2007-04-27,02:33:09,2007-04-27 10:33:09+08:00,4,39.955033733832025,116.31728587062884
161,39.9553166666667,116.317216666667,0,252.624671916011,39199.1067824074,2007-04-27,02:33:46,2007-04-27 10:33:46+08:00,4,39.955753810467435,116.31717228503182
161,39.9571166666667,116.317016666667,0,282.152230971129,39199.1074305556,2007-04-27,02:34:42,2007-04-27 10:34:42+08:00,4,39.95725710169619,116.3169801464003
161,39.9594,116.316666666667,0,223.097112860892,39199.1076388889,2007-04-27,02:35:00,2007-04-27 10:35:00+08:00,4,39.959012609377936,116.31672982317603
161,39.95985,116.3166,0,223.097112860892,39199.1078125,2007-04-27,02:35:15,2007-04-27 10:35:15+08:00,4,39.96007339684957,116.31658437586464
161,39.9617833333333,116.3164,0,239.501312335958,39199.1080324074,2007-04-27,02:35:34,2007-04-27 10:35:34+08:00,4,39.96153424480949,116.31640922888626
161,39.9626333333333,116.316283333333,0,249.343832020997,39199.1081481481,2007-04-27,02:35:44,2007-04-27 10:35:44+08:00,4,39.96254924577814,116.31625507264675
161,39.9635333333333,116.31605,0,239.501312335958,39199.1082638889,2007-04-27,02:35:54,2007-04-27 10:35:54+08:00,4,39.963414588726906,116.31606156487423
161,39.9641166666667,116.31585,0,219.816272965879,39199.1084027778,2007-04-27,02:36:06,2007-04-27 10:36:06+08:00,4,39.964067194618096,116.3158886685905
161,39.96465,116.31575,0,209.97375328084,39199.1085300926,2007-04-27,02:36:17,2007-04-27 10:36:17+08:00,4,39.964630250195476,116.31577445904985
161,39.9652833333333,116.315533333333,0,226.377952755906,39199.1086574074,2007-04-27,02:36:28,2007-04-27 10:36:28+08:00,4,39.96515731143551,116.31569703089185
161,39.9655166666667,116.315483333333,0,206.692913385827,39199.1088425926,2007-04-27,02:36:44,2007-04-27 10:36:44+08:00,4,39.965454488777276,116.31586558895307
161,39.9656666666667,116.316666666667,0,206.692913385827,39199.1090740741,2007-04-27,02:37:04,2007-04-27 10:37:04+08:00,4,39.96563006227973,116.31660172593321
161,39.96565,116.31705,0,206.692913385827,39199.1093055556,2007-04-27,02:37:24,2007-04-27 10:37:24+08:00,4,39.965741916188065,116.31724282627636
161,39.9662166666667,116.318483333333,0,206.692913385827,39199.1094328704,2007-04-27,02:37:35,2007-04-27 10:37:35+08:00,4,39.966012966997624,116.31816660929107
161,39.96595,116.318466666667,0,206.692913385827,39199.1095717593,2007-04-27,02:37:47,2007-04-27 10:37:47+08:00,4,39.965928212721145,116.31862762782038
161,39.9657,116.318666666667,0,206.692913385827,39199.1096412037,2007-04-27,02:37:53,2007-04-27 10:37:53+08:00,4,39.96580011498723,116.31932751454566
161,39.9658333333333,116.321516666667,0,164.041994750656,39199.1099189815,2007-04-27,02:38:17,2007-04-27 10:38:17+08:00,4,39.965833180326634,116.32100252737247
161,39.9658833333333,116.32205,0,164.041994750656,39199.1099768518,2007-04-27,02:38:22,2007-04-27 10:38:22+08:00,4,39.965879924177926,116.32191660450323
161,39.9659166666667,116.322516666667,0,173.884514435696,39199.1101388889,2007-04-27,02:38:36,2007-04-27 10:38:36+08:00,4,39.96592418932366,116.32263335300101
161,39.9659666666667,116.323316666667,0,180.446194225722,39199.1103125,2007-04-27,02:38:51,2007-04-27 10:38:51+08:00,4,39.96597874528985,116.32352257903663
161,39.9660166666667,116.324333333333,0,180.446194225722,39199.1105439815,2007-04-27,02:39:11,2007-04-27 10:39:11+08:00,4,39.96604932095069,116.32471620547858
161,39.9661666666667,116.327133333333,0,180.446194225722,39199.1109606481,2007-04-27,02:39:47,2007-04-27 10:39:47+08:00,4,39.96616792211082,116.32647553199965
161,39.9662166666667,116.327466666667,0,180.446194225722,39199.1110185185,2007-04-27,02:39:52,2007-04-27 10:39:52+08:00,4,39.96630661993704,116.32726125762638
161,39.9661833333333,116.327916666667,0,180.446194225722,39199.1111226852,2007-04-27,02:40:01,2007-04-27 10:40:01+08:00,4,39.96661181011861,116.32774032455472
161,39.9672833333333,116.328116666667,0,180.446194225722,39199.1119907407,2007-04-27,02:41:16,2007-04-27 10:41:16+08:00,4,39.967688291415875,116.32794578844512
161,39.9696166666667,116.32785,0,219.816272965879,39199.1123148148,2007-04-27,02:41:44,2007-04-27 10:41:44+08:00,4,39.96949384275064,116.32788642826009
161,39.9706666666667,116.327833333333,0,219.816272965879,39199.1124421296,2007-04-27,02:41:55,2007-04-27 10:41:55+08:00,4,39.9710786847975,116.32788459812548
161,39.9743166666667,116.328033333333,0,282.152230971129,39199.113125,2007-04-27,02:42:54,2007-04-27 10:42:54+08:00,4,39.973399198353825,116.32794651383729
161,39.9742666666667,116.327883333333,0,242.782152230971,39199.1131481482,2007-04-27,02:42:56,2007-04-27 10:42:56+08:00,4,39.97408080118653,116.32790693932027
161,39.9744666666667,116.327916666667,0,193.569553805774,39199.1132986111,2007-04-27,02:43:09,2007-04-27 10:43:09+08:00,4,39.97442926710804,116.32790777312117
161,39.9748,116.327933333333,0,187.007874015748,39199.113599537,2007-04-27,02:43:35,2007-04-27 10:43:35+08:00,4,39.97471106999049,116.32789654505946
161,39.9748666666667,116.327683333333,0,219.816272965879,39199.1137152778,2007-04-27,02:43:45,2007-04-27 10:43:45+08:00,4,39.974834783559544,116.32783348693663
161,39.9749,116.32795,0,213.254593175853,39199.1138657407,2007-04-27,02:43:58,2007-04-27 10:43:58+08:00,4,39.974897386444425,116.32799359870415
161,39.9749666666667,116.328233333333,0,206.692913385827,39199.1140162037,2007-04-27,02:44:11,2007-04-27 10:44:11+08:00,4,39.97495413077738,116.32821831467281
161,39.9749833333333,116.328416666667,0,209.97375328084,39199.1141550926,2007-04-27,02:44:23,2007-04-27 10:44:23+08:00,4,39.97498885711515,116.3284211715987
161,39.9750166666667,116.328616666667,0,196.850393700787,39199.1143171296,2007-04-27,02:44:37,2007-04-27 10:44:37+08:00,4,39.975033342741966,116.32863053335818
161,39.9751,116.328833333333,0,196.850393700787,39199.1145023148,2007-04-27,02:44:53,2007-04-27 10:44:53+08:00,4,39.97510728403834,116.3288599273515
161,39.9751833333333,116.328966666667,0,203.412073490814,39199.115150463,2007-04-27,02:45:49,2007-04-27 10:45:49+08:00,4,39.97519353412852,116.32912846681839
161,39.9752666666667,116.3297,0,164.041994750656,39199.1157060185,2007-04-27,02:46:37,2007-04-27 10:46:37+08:00,4,39.97529364172697,116.32963617467612
